review_id,user_id,business_id,stars,date,text,useful,funny,cool
#NAME?,nOTl4aPC4tKHK35T3bNauQ,bKh66jlEqEKZZFkjWipt8w,4,21-09-2015,"Came here with my mother, husband and baby for brunch\/lunch. We were all quite happy with our choice. I think I was the ""winner"" by ordering the french toast. It was practically half a loaf of bread, covered with fruit and with delicious cinnamon butter. My husband ordered the Stoney's breakfast, which is your basic eggs, toast, bacon, etc, meal. My mother ordered the omelet. Huge portions, BUT at around $11-$13 per breakfast meal, it was on the steep end of brunches and other than mine, I'm not sure the price is warranted, especially since it's a order at the counter, then find a seat with your number and wait for your meal type place. People were friendly and service was good (for what it was). I would give it a try if I was in the area again.",0,0,0
OxCinkDSTkiliTqcarxmXg,nOTl4aPC4tKHK35T3bNauQ,lUstDPzw7aEmnHoR2L_SYw,2,03-01-2013,"Never eaten at this place before, but it's always crowded and I decided that must mean something. I was running errands and hadn't eaten the whole day, so decided to finally give this place a shot. I ordered a chicken sandwich and iced tea.

The iced tea doesn't appear to be iced tea. It was a dark reddish colour and tasted like very watered down pomegranate juice. It was inedible. It was super gross. I was thinking that maybe they made a mistake, but I can't see on the menu anything else it might be and the girl who took my order, poured the drink and gave it to me SAID it was iced tea. Sooooo ew. 

Sandwich was alright, but just alright. The ""aroma sauce"" which is a garlic mayo of sorts was good and the roasted red peppers and mozzerella on the sandwich were good. The bread was good, but the chicken was the sort of cheap, crappy chicken you find at Subway, where it's a sort of compressed chicken-like white meat, with fake grill marks on it. It had no taste and really took away from the overall sandwich. 

There are soups, salads and of course hot beverages served at this place as well, so I'm not writing it off just yet, but this was not a good first impression.",0,0,0
0fYQ8H4XnrUNhbsZiR_Dgw,nOTl4aPC4tKHK35T3bNauQ,s9TzmT2kZmOZkTa53D2e3g,3,24-10-2016,"Solid soup place...has an ever-so-slightly sketchy vibe to it...you order your soup and the woman disappears into the back...usually closes the sliding window so you can't see back there and then eventually emerges with your soup. Also seems to sell a selection of Jamaican movies in DVD from a glass case...sort of random.

Generous with the veggies, less so with dumplings, but all the soups have great flavour and are decently sized for the price. I wish they would offer some bread or crackers for the soup...would be a nice, easy add-on. But this place is what it is and doesn't bother with the bells and whistles. Really deserves a 3.5 stars. The red bean is my fav by far.",0,0,2
xo2IEi9QTz-csuKKKkAbjQ,nOTl4aPC4tKHK35T3bNauQ,HxLouUPqiou7D6YK5t-DgQ,3,03-02-2013,"I would be more inclined to give this place 3-1\/2 stars, but since that's not possible, I'm rounding down. 

I went here for Sunday lunch with a group for Winterlicious. For $15 we got a choice of appetizer, entree and dessert. 

We arrived first and our table was waiting for us. The restaurant was not busy at that point and our waiter was very attentive with water and the wine menu.

Once our party finally arrived we all ordered. I had their Chipotle Sweet Potato & Goat Cheese Dip, which was average. The salads looked much better and got better reviews. Same with the soup. The dip was literally a dollap of dip at the side of the plate with some crostinis on the other end and 1 piece of pickled cauliflower and a few slices of onion in the middle. The dip was good, the pickled cauliflower alright. It was nice when all combined on the crostini (pickled veggies, dip on top of crostini). 

I had originally wanted to order the double pork slider, but I saw it arrive at someone else's table and it was literally just the one, single mini pork sandwich, with a few thinly cut fries at the side. It looked good, but it was appetizer size, IF THAT. The chicken sandwich was more reasonably sized, so I ordered that. It was good. I really liked the bread. The macaroni was also more reasonably sized. I sampled it and it was fine. Didn't blow me away. 

Dessert was the highlight of the meal for everyone I think. Some people ordered the mousse, which I thought was fine, but the people who ordered it loved, so there you have it. My husband loved his apple terrine, which I tried and was good. I liked the flavour of my creme brule very much, but the top was over toasted and had hardened to the consistency of a thin, hard candy. It was hard to break with my spoon and got stuck in my teeth. 

The service was consistently good, so no complaints there. None of us had wine with our lunch (although some had other drinks), so I can't comment there. 

This is a tapas bar, so I expect sizes to be small. BUT when sizes are small I expect them to be priced accordingly and\/or to be in sharable portions. They gave the prices of each dish if you were to purchased them individually. These would all be hard to share and wouldn't really be worth it. They are nice as a Winterlicious meal, but I'm not sure this would be my first choice to go back to.",1,0,0
bTThiQrwLzf0eghkBP2AXw,nOTl4aPC4tKHK35T3bNauQ,c78Pat78fVUBFPXYeVvbaQ,5,24-01-2016,"I am surprised at the people complaining about the service, because we found the service to be fine. Especially given how busy and cramped it was. There were no tables, but they got us seats at the bar. The music was maybe a little loud, but I enjoyed the 90s throwback that was happening. The place looks like a dive, it's a total hole in the wall, with no signs to speak of, but I liked the weird atmosphere of weird, old ""ghetto blasters"" on the walls and pics of Arnold in Terminator. It's random, just go with it...
But the food....OH the FOOD! We were told that the squash poutine was a must have, so I ordered that and the bulgogi cheese steak, while my friend ordered the poutine and the mackerel. The mackerel was served first. It arrived raw, on a platter and a torch was taken to it to sear the outside and that was it. My friend allowed me a bite and it was so fresh tasting, with a delicious marinade. Next came by bulgogi sandwich. Fresh, delicious bread and amazing bulgogi. Was very pleased. Finally the ""poutines"" arrived. I should say that it was not what we were expecting. I assumed it would be squash on top of fries. But in fact the squash was the fries. THey were lightly fried and covered in a variety of sauce ""gravies"" and scallions and some other stuff that I could neither make out, nor even see clearly (dim lighting). It doesn't matter okay....this stuff was HEAVEN! Both my friend and I took a bite and looked at each other...and proclaimed our new favourite food. 
Other people in our party got the wings, which looked amazing and they said they were and The Loosey, which was also proclaimed as delicious. So basically there were no wrong moves. The drink menu was very adventurous...more so than we were, because we didn't take the plunge, although it was fun sitting at the bar and watching the bartender creating them. And splitting the bill for my friend with two others (her birthday), my two ""tapas"" and a generic alcoholic beverage came to just under $30. The prices are extremely reasonable...and honestly once you try this stuff...I mean, I don't want to give them any ideas, but I would have paid more for that fine, fine food. I will be back. Need me some more of that poutine!",1,0,1
iJ5iOBh7bMKMtF9j-6G7_w,nOTl4aPC4tKHK35T3bNauQ,GNEjlH_KssnJVRtqV4hAiw,4,20-12-2011,"Our friends got the groupon for four people and took us along. I'm very pleased we went! Having never had Ethiopian food before, we were curious, but wary. The deal really helped us dive in. It included two appetizers, four main courses and two desserts. We started with two appetizers, one I wasn't a huge fan of (a ""salad"" with a strong vinegar taste and jalapenos, which I found too strong, although other people in my group really liked it). The other appetizer was similar to an Indian samosa (similar name too, but I can't remember exactly what it was called). They were stuff with lentils and had a flaky shell. They were DELICIOUS. BUT, their appetizers were only made for three people, so there were only three of them! Seems silly when you offer a four person deal. 
We each ordered a different main course and they brought them on one large platter, so we could all share. We ordered two vegetarian options, one of lentils and one of chickpeas and one of chicken and one of beef. Basically, the meals are more sauces than anything and they are served with injera, which are sort of bland, cold, bread-like stuff, which comes rolled up. They're nothing special, but they're only used as a sort of utensil, because you use it to scoop up the food. The food was delicious! I especially liked the chickpea dish. Every one of us ended up liking a different dish the best! Worked out well. I personally found the beef dish very tough though. 
Once we were stuff with the food, we ordered two desserts. We especially liked the cheesecake (which is obviously not Ethiopian). 
We asked if they had any Ethiopian coffees and they said yes. THey showed us the beans, as they were being roasted. Then they came back out with a sort of stone earthenware kettle and some small cups. The coffee was so rich, it was almost like chocolate. They also served it with a large basket of popcorn, which was just perfectly prepared. It was such a nice after dinner snack! I would totally come here just to order the coffee! 
It would have been a very expensive dinner without the groupon, so I'm not sure I would make this a regularly destination, but as I said, the coffee was fantastic and it's a fun thing to try, especially with friends. Make sure they're good ones, that you don't mind getting messy in front of!",1,0,0
iX6GLmUf6W81zGaiZ6mTDA,nOTl4aPC4tKHK35T3bNauQ,L6R2Op88NkoG1EGxlVvdRQ,4,17-10-2014,"A little on the pricey end for baked goods, but the baked goods are GOOD. Also their coffee products are great. The set up is annoying (order your desserts on one side and coffee and food on another side), but the service is good and overall they do a good job.",0,0,0
N8V5nx8maSqoK4alQ6S4fw,nOTl4aPC4tKHK35T3bNauQ,_vZ7bHaGCjllogiZ7RH17w,3,02-04-2014,"My sister told me that Origin was well known for their delicious brunches, so we made a trip there to see if this was the case. 
Origin is pretty new in our area and is very large, but nicely decorated. My only comment would be the washrooms, which feature communal sinks, the kind you find in elementary schools, where you step on the thing at the bottom and water comes out all around. Besides not being very effective to quickly wash hands, it's also wasteful if you're the only one there. Strange concept. Throw back, but not necessarily one wants to remember during their brunch.  
Now onto the important part...the food and service.
Service started out alright and then immediately got very slow. It took some time to get our drink orders and then took a LONG time to get our actual orders. 
I ordered their French toast, my sister ordered tostada and my husband skipped brunch and ordered a meal they offered of a burger, fries covered in some chorizo and sauce and a float. I also ordered a side of bacon...and was told that they were out of bacon...which meant any orders that would have come with bacon were out entirely, or would be served without bacon. I'm sorry but a brunch restaurant without bacon? Even the waitress admitted it was ridiculous.
We also shared a plate of buscuits with their preserves. These were delicious.
Apparently my meal was the one that took the longest. The others got their food and we still waited for five minutes before mine came out. Who knew it would take so long to put a couple of pieces of bread on a plate and cover them with blueberry preserves?
My sister said her tostada was quite good. My French toast was nothing special. The toast was ""fancy"", rounded pieces, on top of each other with whipped cream and blueberries in between. The ""maple"" which was supposed to be on the plate (maple syrup I'm guessing) was barely present. Tasted like something I could have created with some ease.
My husband's dish was the best by far. His burger was juicy and this fries were great. The float was a little silly...this big, meaty burger and fries covered in more meat...paired with a cream soda float in pink and white layers. (Not insulting, we just got a laugh). 
Nothing was cheap and then we had to wait a long time again to get our bill and pay. This was all strange because the restaurant was not particularly busy.
Because the brunch itself didn't blow me away, food shortages and service, I'm not sure if I would bother with brunch again. Oliver and Bonicini in the actual mall has a much better brunch. I might try this again for lunch or dinner though.",0,0,0
hjzPl3GkvgMSpetXdHvYGw,nOTl4aPC4tKHK35T3bNauQ,YvuniBBiSs66vx9GtYO2hg,1,15-02-2017,"The saga has finished....because I needed to end this BS and move on. 

So first off, the store owner responded to my complaints...by blaming me. Apparently it is MY fault they sent the wrong thing, because I sent an email and then followed it up with a phone call...which confused them and made them think there were two orders or something. Which makes zero sense, because two orders were not sent. And the person I was speaking with on the phone responded to the emails I sent with codes to try out....so I have a hard time believing that they were confused by what was going on and thought that the phone order and email order were different. 

They also told me they blocked me on instagram because I was body shaming their models. I want to be VERY clear on this. I never once body shamed, or made any comments on instagram about their models. I asked why they were promoting clothing they don't even have in stock on instagram...apparently that equates to body shaming to them. 

They also informed me that because they had to mail so many orders to me (3), they were going to start to charge me for shipping. They seemed to forget that I had also been paying to ship items back to them and that I had specifically chosen times when they had free shipping promos taking place to place orders. It's not that they weren't charging me for shipping...it was that I was taking advantage of their own promos. Apparently I can't use their promos anymore, because they have placed an arbitrary rules on how many times you can make a return now. At least for me. 

They did not address the code not working. 

I responded and expressed continued frustration at their lack of ownership over their mistakes and how poor their customer service continued to be. 

Then I did some research and sent another email. Instead of returning the dress I would donate it to Dress for Success. I said this seemed like a better choice than continuing to mail clothing back and forth. My request to them was that they take the would be money they would spend on continuing to mail me clothing and take some ownership for their mistakes and channel it into something good. I asked that they take the remaining $9.98 credit I had and put it towards them making a small donation, either monetarily or a piece of clothing, also to the charity. I stated that their continued neglect for customer service and lack of ownership over repeated problems should be owned up to, but if they wouldn't do it for me, perhaps they would be willing to do so for someone in need. I said that would conclude our business and bring something good out of this ridiculousness. 

A few hours later I received an email with a letter of thanks for a donation made to Dress for Success...for the amount of $10 via the store....so my remainder amount I had paid for and Big Sis Closet's contribution of....two cents. Their generosity is astounding. NOW, I don't know that they haven't made their own donation and just not told me of course...I'll let you guys decide whether you want to give them the benefit of the doubt in that regard. But given that they have taken zero responsibility for the continued poor management and customer service, well...I think you can guess what my thoughts are on the subject. No further correspondence was sent from the actual store. 

But at any rate, I am donating the new dress to Dress for Success (along with my $9.98) and I am officially done with this store for good. And I sincerely hope that people read this review and think twice about shopping here. The clothes are not good quality, but more than that...I have NEVER experienced such insanely bad management and customer service in my life. Zero regard for their customers, zero regard for their own mistakes, zero regard for taking ownership of...anything! Just excuse after excuse and then turning the blame around on their customers. These people do not deserve your business and quite frankly...ladies you deserve better. Better clothing (I have now purchased 6 items and been dissatisfied with the quality of all of them...loose threads, flimsy, cheap fabric, wrong stitching for the fabric, no lining, incorrect fit for size, etc.) and a greater degree of respect as a consumer.",1,0,0
iPqFD9u2K2KRK99tcruL_A,nOTl4aPC4tKHK35T3bNauQ,h0TKP2PK0QaAqvqdILU1Vg,4,07-02-2015,"Went here with my sister and her boyfriend for some drinks. We were hungry and ordered a few appetizers to share. Drinks were fine (my mix drink was on the VERY small side), but the food was really good. The perogies and ""chips"" and dip were excellent. The service was good and the atmosphere was nice, for such a small place. Bathrooms were also nice, clean, etc. Only problem is that some of the tables are SO small, it's really hard to use them. We were at a very small one and even though we fit around it alright, a guy walking by knocked a beer over with his coat and it dumped all down me. I mean ALL over me. It's not the bar's fault the guy knocked the glass, but if the table was a bit bigger we would have had more room to put the glass further in, so it wouldn't have gotten knocked in the first place. The fact is, if you're going to serve food people need a place to put it. A few slightly bigger tables would go a long way.",5,0,0
GPzhg9P5VbWiPOG66SCRnw,nOTl4aPC4tKHK35T3bNauQ,3BA3Ro7GcZb1N_PQW4m1dQ,4,26-09-2015,"Went here after dinner across the street at Lemon Bistro. Was excited to see a Nutella Latte on the menu, which I ordered and which was good, but lacking much in the way of being really ""nutella-ish"", other than a slight hazelnut flavour. 

Ordered pistachio and .....some hazelnut\/chocolate gelato (can't remember the specific name) and both were great. Service was lovely. Nice, cozy little place. 

I wish there were a bit more in terms of other desserts besides gelato. There were a large selection of macaroons, but some biscotti, or little mini cupcakes or something, would be great with the latte. I know, I know, it's a gelato place. Honestly, that's why it's still 4 stars. Those added suggestions would make this place over the top is all. Still, a solid place, I would recommend.",1,0,0
u_8gv0SYGejGklZVzibw7A,nOTl4aPC4tKHK35T3bNauQ,vnIdWzIB2W4j9cDcd6tHAQ,3,01-04-2012,"Well, we decided on a whim that we wanted Mexican food and we called around to some places that were highly rated and no seats were available. One of my favs, Chimichanga's, has disappeared, so we got to a point where we were just calling around to see WHO could take us. Finally...La Revolucion answered!

We walked in and were greeted with....a dishwasher, sitting in the middle of the floor. Sort of strange...maybe some kitchen renos? We walked to meet our friends and their table and were informed that the reservations were not made, or were forgotten and the waitress had had to kick out a single guy from the table and he was eating at the bar. Maybe he was lucky, because the table was SO sticky underneath that my shoes were sticking to the ground. I mean STICKING!

She took our drink orders and then gave us our drinks and walked away. It took us another 15 minutes before we could place our order. Around the table we ordered two burritos, one plate of tacos and one quesadilla and guacamole bites (which is basically nachos and guac). 

The guac came out fast, and was quite good, but we then waited for almost forty minutes for our food!

Burritos were a bit bland. Needs some sauce in, or on top. Quesadillas were the same...nothing special. The tacos got favorable reviews, but again, nothing to write home about. 

The back area houses a sort of club-like atmosphere, which is described in blogto as: ""...dark textured walls and ambient lighting, it is the opposite of its cocina counterpart. Records adorn the walls and instruments lay strewn about, giving it a relaxed basement rec-room vibe...July will see live music on Thursdays and Fridays with open jam Tuesdays. Flamenco Saturdays are in the works...""

When we were there (on a Saturday) there was a sign out front for a ""dance party"". The lights were down in the back, with a sort of laser light show and early 90s hip hop music was playing. There were about three, older guys there, just hanging out, drinking. It seemed totally out of place. The music didn't match, certainly wasn't flamenco and that's a weird rec room vibe...if that's even something you would want in a restaurant.

I think this place has potential. People in the area like it and it has a nice vibe to it...or would, had we had better service and less stickiness and washers sitting around. I feel like the space is just not being utilized and that's a shame. 

I WOULD have giving this place two stars, but the extra star was a result of the sangria, which is their ""secret recipe"" and were amazing. I had two actually.

Anyway, if I was in the area, I might stop in again, as everything was fine, but I don't think I'll be making any special trips to go there in the future. Don't think I'll be going for any dance parties!",4,0,0
X9x-P4ocsbC9UkuER4HqUw,nOTl4aPC4tKHK35T3bNauQ,ILlebFUb89ZozizpVGeHdQ,3,13-01-2013,"Went for lunch with a friend who told me that she has had consistently good food here on prior occasions. 

My first thought though was that the restaurant was freezing cold inside, but the atmosphere was nice and the waitress was lovely.

She told us the soup of the day, which was potato garlic and said it could be ordered as a side dish. My friend ordered the salad and the soup and I ordered the calamari sandwich and soup as the side. The sandwich had some great aioli on it and the calamari was nicely done, however I wasn't a huge fan of the bun it was in. It had a sort of sweet taste you might enjoy as a french toast, but not with something savoury and some of the calamari was a little tough. THat said, the sauces covered the taste from the bread and the texture was good and overall it was tasty.

The soup I found to have too much black pepper mixed in. The waitress asked and I mentioned and she brought back a small container with grated parmesan cheese and suggested I mix some in, because it cuts the pepper taste. 

She was right! It really helped the soup. She said she does this with soups here all the time...which I'm not sure if a very complimentary review of the soups.

My friend said her salad was great and she liked the pepper, but agreed the cheese in the soup made it better. 

So while everything was overall A-Okay, it wasn't fantastic. It's solid though and I would go back and try something else another time.",1,0,0
1o4W4SenbHBwjY5Nv03Epg,nOTl4aPC4tKHK35T3bNauQ,R3Cg6XvdBNXXNbEu6M977A,4,21-07-2013,"Nothing says Montreal like Montreal brick-oven cooked pizzas, right?

Okay, well maybe not, but this place was still great!

It was a complete fluke...some may venture so far as to call it fate...we walked in here off the street, looking for some dinner and decided to give it a go. Perhaps it was angels??

We ordered two pizzas and split them. One pizza = a good size meal for a person, so we were stuffed and happy at the end.

Service was good and pizzas came out fast and fresh from the oven. Nice, crispy crusts and gooey centres. Yummy!

The waiter accidentally dropped a fork on me when he was taking away our plates and apologized profusely. No biggie....particularly because he was so apologetic. (Let's face it, if someone makes a small mistake, but acts like ""it ain't no thang"" we get a little turned off). 

Problems: Well, it's a bit pricey and the tables were set really closely together. It did feel like we were eating dinner with some strangers a bit. But neither of those things would dissuade me from going back here in the future. Bellissimo....as they say in Montreal.",0,0,1
vCRETL4wQb-fOd-0RBZUkA,nOTl4aPC4tKHK35T3bNauQ,JPgBO-7imIPdc2XBkvynpQ,4,21-03-2011,"For some reason when I heard the name of this place I was initially turned off. I can't explain exactly why I felt this, but perhaps it added to my pleasure when I found I really liked it! 

Firstly, I should mention that the menu is very small. Most of the food has an Italian feel to it (it IS in Little Italy), but that feels a bit strange given the huge martini list. 

We were hungry though, so we ordered dinner and it was honestly pretty good! I'm not sure if this would be my choice if I was JUST looking for dinner out, but not bad if you're feeling lazy, and not wanting to bother going somewhere different for your alcohol and food, like what we were feeling. 

This is a martini bar and so no big surprise, it has a lot of martinis. That said, I shall repeat it...it has a LOT of martinis!! Over 100 different martinis and every one of the ones I tried, I enjoyed. And I tried a good five or something. This may ALSO account for my remembering a good time.

The service was good too. When I mentioned that I really liked the sauce my pasta came in, the waiter brought me extra sauce in a dish, with bread to dip it in. Weird, but I really enjoyed this...what can I say? I had had like 5-6 martinis! 

I would definitely make a trip back again!",3,0,2
rx0mPXwEkDZcktKgUTD7fw,nOTl4aPC4tKHK35T3bNauQ,SN0-O-CuIsyZf3LGZVEUAw,1,12-11-2011,"I can't figure out why this place has so many good reviews. That was why we chose to order from this place and it was a BIG mistake. My husband called and placed the order and we got a call back saying they had taken down his credit card number incorrectly. Then they called back a few minutes later because they needed directions to our place. 
We proceeded to get three more calls from a driver asking us where to go. The confusing thing was that he would ask, but then either carry on a conversation on another phone, or with someone who was with him, instead of listening. Then he would ask for my husband to repeat himself. This happened at least twice every call, for three calls. 

Turns out they took the address down completely wrong. Big surprise, considering their listening skills. 

We finally got our food and they had screwed up the order and given us a wrong sushi roll. Either way the sushi was among the worst we have tasted. It was a mixture of bland and salty! Basically it was terrible. 

On a side note, their dragon rolls are actually unagi rolls. Dragon rolls are called dragon rolls (at EVERY other sushi place) because they have avocado on top, making them green. It is very strange that these guys have decided that that's not the way they want to go. 

So yeah, terrible service and bad food...you can bet we won't be bothering with this place again EVER!",2,2,0
EjBDzwuLHylh4skId6YvuQ,nOTl4aPC4tKHK35T3bNauQ,UfNTlvEJCOQ7XDRj0LzEtQ,2,17-10-2014,"Small location, with some seating out front. Hard to get into and place order and wait to receive it. Everyone ends up smooshed together and waiting and they certainly take their time. 
I asked if they did flavoured lattes (ex. caramel latte). Nope, they do what they list on their menu. No more. I ordered a regular latte. Nothing special. I have tried a few food items here and nothing was particularly good. I'd take a pass. There are WAY better coffee shops in the mall.",0,0,0
7hTtvuR6fXf7cgFtHBAVCg,nOTl4aPC4tKHK35T3bNauQ,pZ1quwXnYozLIZIVABojhw,4,13-01-2013,"This place is a bit of an adventure...at least for me. I've never had charcuterie before and I'm not generally a big meat eater, so this was a little out of the box. That said, I like trying to be adventurous and trying new things, so when are visiting friends suggested we give it a go, we went for it. Dinner service is open at 6pm, so we agreed we'd arrive at 6pm. We got there at about 6:15....there was already a HUGE wait for a table, but we managed to wrangle seats at the bar. 

The four of us ordered a bunch of dishes to split between ourselves. We tried the charcuterie (sort of a platter of assorted sliced meats and pâté), horse tar tar, roasted bone marrow, pork carnitas tacos, tongue on brioche and the foie gras and nutella for dessert. 

The dishes came out staggered, so we got to sit around chatting and enjoying ourselves and our cocktails. The charcuterie came out first. It was assorted sliced meats arranged on a wood plank and served with bread. It was actually really nice. Next was the horse tar tar. This was a stretch for me. I don't generally like to eat animals that I LIKE. The people I was with convinced me to try a small bit and I must say, it tasted pretty good, but on principle, I just have trouble with it. Sorry! I hate being one of those people who doesn't have a problem killing the ""ugly"" animals, but doesn't want the cute ones to die...but I am. 

Next was the bone marrow, which was....well let's just say I had to keep telling myself not to think about what I was eating. Basically, it's a big bone and the marrow is of course in the middle and has been cooked so that it's almost the consistency of warm butter...pretty fatty and oily looking. You scoop it out with a spoon and put it on bread. It's actually delicious, but feels like you're eating something you shouldn't, purely for health reasons if nothing else! It feels like eating pure fat....tastes as good I suppose. 

We had the tongue on brioche, which I was only okay with. The tongue was sliced and presented as a sort of Montreal smoked meat. We were told to open it up and eat it like an open faced sandwich. This made it easier to split certainly. The meat itself was very tender and the brioche was great, but the meat had a horseradish (I think) sauce, which was a bit overpowering. 

Finally we had the tacos, which was probably the more ""normal"" thing we had. I actually thought those were my favorite. Wish it was one of the more exciting things, but nope. Those tacos were excellent. 

The foie gras with nutella was also delicious. It was served on a banana bread, over a nutella spread...but the fois gras was superflous. It didn't add any taste and was overpowered but the nutella and basically didn't add anything to the dish. Could have been served without. Clearly just added to SAY it was there. 

So what's the overall opinion? Well, the restaurant is too small. It's REALLY small, but popular. Wish it was in a bigger location. Sitting at the bar was kind of interesting, because all the cooking was done behind the bar, but that was a small workspace and it got hot, because the oven, dishwasher, stove top and so forth were always turned up very hight. Impressive how they work in such a space though.

Overall the food was very good. SOMEONE knows what they are doing. However, it is quite a pricey place and as I said, sometimes the flavours overpower the meat, or the meat just isn't even necessary. Sometimes you're paying extra for fancy meat dishes that don't even need the meat, or where you can't TASTE the meat. 

Those are the only criticisms, but I wouldn't let that keep you from trying this place...but only if you're willing to go out on a limb a bit and as something different. This isn't a go-to place, but it's a fun place to have gone to! 

Oh...PS - They don't accept credit cards. Only debit or cash.",0,0,0
IO4emkaAFZX9R5PNY06h0Q,nOTl4aPC4tKHK35T3bNauQ,W5d8iNog90R-qw43m5dGwg,5,08-10-2012,"I have been craving schnitzel for a LONG time, so on the night of my birthday, my husband and I decided to come here. Cafe Polonez was in a great little area, with lots of nice, little shops surrounding it and High Park, of course. 

The restaurant is clean and trendy looking and we took a seat, against the wall, in the back. We ordered the platter for two. Since we had never been, it felt like a good idea to try it ALL out. GREAT idea! We were delivered a platter of food that included two schnitzels, two cabbage rolls, 6 perogies and some other sides. Everything was great, but the schnitzel and cabbage rolls in particular were excellent! I ordered two gravies to go with the schnitzel, expecting two, little Swiss Chalet-sized gravies, but instead we got two, huge bowls of gravy. Needless to say, one bowl would have been more than enough for 2 people. They were only $1 apiece, so not the end of the world. 

Plenty of food for two people and a great sampler platter to see what they have and what you like.

Service was fast and good and everything was excellent. Totally recommend it and I'll be back. Just thinking about it is making me salivate!",2,0,0
NNgDTI4toB8ikaYHoZvBaA,nOTl4aPC4tKHK35T3bNauQ,DgE8JqFcYgp2SrjSKb3Gsg,4,27-01-2013,"Had never been to an improv performance and was excited to check this out. Had heard good things, which is why we chose Second City, as opposed to the cheaper Bad Dog Theatre. 

I should mention that it was a lot less improv than I expected. I wasn't entirely sure what to expect, but it was basically, short, individual skits, creating a sort of sketch comedy act, as opposed to improv. This isn't a bad thing. I'm a HUGE fan of SNL, but I was say that I probably laughed more consistently during this performance, than your average episode of SNL. This is because of a combination of personal ""current Toronto"" jokes and because that's the way it should be when you have a couple of months to be putting together your next show, as opposed to one week (as with SNL). I would only expect a more refined show. In addition, we came close to the end of this show's run, so the kinks would presumably be figured out and they told us they were testing some of the new material on us, so that was kind of cool! 

The skits were mostly successful, none failed to make us laugh out loud at least once. There were no weak links in terms of the actors, but the stand outs (for me) were a red headed girl and the black guy....sorry I have no names! I can only go by really obvious characteristics. 

We stuck around after, as they did a little bit of actual improv and another skit, which seemed like an idea they were trying to hash out a little more. Well worth the sticking around even later for!

Why the lack of one star? Well those pictures down below don't really accurately describe what this place looks like when it's full of people. The chairs are small, there is no coat check and you're all crammed around a very small table. Your coats end up...wherever basically. 

Probably because I booked the tickets on the Wednesday before (I'm not sure how they determine seats...it's not first come, first served and it's not on your ticket...that I could see), we originally ended up in a back corner, on high bar stools. My skirt made it so that I kept sliding off the seat! I asked if there was any way we could be moved into regular seats, but the only thing left (and this is how I know seats are prearranged, because there were tonnes of empty seats all around at that time), were right in the front, next to the stage, but to the far side. From this angle, you can't see everything, but we enjoyed it more being right up, near the action. 

That said, it was still VERY crowded and uncomfortable. Tickets are $30 each (here is a tip...it's a little less if you have a CAA membership and order through them), so that's pretty pricey. The show makes it worth it, it truly does. The seating takes away from it. 

BUT you can order drinks, which we did and that make just about anything better, so hey! 

At the end of the day, I'll just make sure I wear pants next time and order tickets further in advance and either way it won't stop me from checking out another performance. It's worth a night of non-stop laughter.",0,0,0
t4oXDPN4S4USIhBGpuSD8A,nOTl4aPC4tKHK35T3bNauQ,2LZGeJy8qByYKB71ML-jcw,2,23-08-2012,"We got a coupon to eat here when we checked in: $6.99 for breakfast and a second one for half, or free, or something to that effect. We went and had our breakfasts, which was served by a rather surely waitress and was average. If this had been our only experience, I would have given three stars, but another night we got in very late and were just looking for a late dinner and found ourselves at this place.
It was not very crowded, but was as loud as if three times as many people were there. There was a small group of trashy (very obese people), scream\/singing karaoke on a stage in the front of the restaurant. One of them was singing Eminem and the others were screaming and cheering. We sat down in the back, to try and avoid the chaos, but it was way too disruptive. Other people sitting there, who were in the middle of their dinners and therefore stuck there, were looking pained. We didn't bother putting ourselves through this and left. It's a crappy menu, that's overpriced anyway.
I guess Rock and Rita's name really says it all, but basically if you're not a fall-down, cheap drunk, I don't think you'll have much to say about this place.",2,1,0
UY07ayU--LHFCrkmPaFD5Q,nOTl4aPC4tKHK35T3bNauQ,DbTpQB1BSi76naw2aHXouQ,4,17-10-2016,"Great little place, one of my favs in the area (which happens to have a number of fish and chip places actually). Why? Well for starters, the gentleman who owns the establishment is lovely and personable. I think their portions are large and the fish to be yummy and not too bland, or overly breaded. I also really like that they make their OWN tartar sauce. So few places seem to do this. You get like 1-2 of those little packets. 
One star off for having to buy the tartar sauce separately, and for it being rather small portions. I KNOW tartar sauce is not that premium of an item...why does no one include it in the price, or at least give a nice, proper portion? Such a small thing to make a big difference.
That said, this is my first choice in the area. Would be interested in trying their pork souvlaki, but when you're going to the fish and chips place...it's sort of a given to get the fish and chips.",0,0,0
